"","committee_acronym","parliament_number","session_number","date_change","title","first_name","last_name","full_name"
"1288.3","OGGO","41","2","2015-02-05","Co-chair","Gerry","Byrne","Gerry Byrne"
"1288.4","OGGO","41","2","2015-02-05","Member","Mark","Adler","Mark Adler"
"1288.5","OGGO","41","2","2015-02-05","Member","Tarik","Brahmi","Tarik Brahmi"
"1288.6","OGGO","41","2","2015-02-05","Member","Brad","Butt","Brad Butt"
"1288.7","OGGO","41","2","2015-02-05","Member","Guy","Lauzon","Guy Lauzon"
"1288.8","OGGO","41","2","2015-02-05","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1288.9","OGGO","41","2","2015-02-05","Member","Chris","Warkentin","Chris Warkentin"
"1288.10","OGGO","41","2","2015-02-05","Member","Wai","Young","Wai Young"
"1289.1","OGGO","41","2","2015-02-17","Chair","Pat","Martin","Pat Martin"
"1289.2","OGGO","41","2","2015-02-17","Co-chair","Greg","Kerr","Greg Kerr"
"1289.3","OGGO","41","2","2015-02-17","Co-chair","Gerry","Byrne","Gerry Byrne"
"1289.4","OGGO","41","2","2015-02-17","Member","Mark","Adler","Mark Adler"
"1289.5","OGGO","41","2","2015-02-17","Member","Tarik","Brahmi","Tarik Brahmi"
"1289.6","OGGO","41","2","2015-02-17","Member","Brad","Butt","Brad Butt"
"1289.7","OGGO","41","2","2015-02-17","Member","Guy","Lauzon","Guy Lauzon"
"1289.8","OGGO","41","2","2015-02-17","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1289.9","OGGO","41","2","2015-02-17","Member","Chris","Warkentin","Chris Warkentin"
"1289.10","OGGO","41","2","2015-02-17","Member","Wai","Young","Wai Young"
"1290.1","OGGO","41","2","2015-08-02","Chair","Pat","Martin","Pat Martin"
"1290.2","OGGO","41","2","2015-08-02","Co-chair","Greg","Kerr","Greg Kerr"
"1290.3","OGGO","41","2","2015-08-02","Co-chair","Gerry","Byrne","Gerry Byrne"
"1290.4","OGGO","41","2","2015-08-02","Member","Mark","Adler","Mark Adler"
"1290.5","OGGO","41","2","2015-08-02","Member","Tarik","Brahmi","Tarik Brahmi"
"1290.6","OGGO","41","2","2015-08-02","Member","Brad","Butt","Brad Butt"
"1290.7","OGGO","41","2","2015-08-02","Member","Guy","Lauzon","Guy Lauzon"
"1290.8","OGGO","41","2","2015-08-02","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1290.9","OGGO","41","2","2015-08-02","Member","Chris","Warkentin","Chris Warkentin"
"1290.10","OGGO","41","2","2015-08-02","Member","Wai","Young","Wai Young"
"1291.1","OGGO","42","1","2016-01-29","Chair","Tom","Lukiwski","Tom Lukiwski"
"1291.2","OGGO","42","1","2016-01-29","Co-chair","Yasmin","Ratansi","Yasmin Ratansi"
"1291.3","OGGO","42","1","2016-01-29","Co-chair","Daniel","Blaikie","Daniel Blaikie"
"1291.4","OGGO","42","1","2016-01-29","Member","Gérard","Deltell","Gérard Deltell"
"1291.5","OGGO","42","1","2016-01-29","Member","Francis","Drouin","Francis Drouin"
"1291.6","OGGO","42","1","2016-01-29","Member","Greg","Fergus","Greg Fergus"
"1291.7","OGGO","42","1","2016-01-29","Member","Majid","Jowhari","Majid Jowhari"
"1291.8","OGGO","42","1","2016-01-29","Member","Steven","MacKinnon","Steven MacKinnon"
"1291.9","OGGO","42","1","2016-01-29","Member","Kelly","McCauley","Kelly McCauley"
"1291.10","OGGO","42","1","2016-01-29","Member","Alexandra","Mendès","Alexandra Mendès"
"1291.11","OGGO","42","1","2016-01-29","Member","Kyle","Peterson","Kyle Peterson"
"1291.12","OGGO","42","1","2016-01-29","Member","Jean","Yip","Jean Yip"
"1292.1","OGGO","42","1","2016-02-16","Chair","Tom","Lukiwski","Tom Lukiwski"
"1292.2","OGGO","42","1","2016-02-16","Co-chair","Yasmin","Ratansi","Yasmin Ratansi"
"1292.3","OGGO","42","1","2016-02-16","Co-chair","Daniel","Blaikie","Daniel Blaikie"
"1292.4","OGGO","42","1","2016-02-16","Member","Gérard","Deltell","Gérard Deltell"
"1292.5","OGGO","42","1","2016-02-16","Member","Francis","Drouin","Francis Drouin"
"1292.6","OGGO","42","1","2016-02-16","Member","Greg","Fergus","Greg Fergus"
"1292.7","OGGO","42","1","2016-02-16","Member","Majid","Jowhari","Majid Jowhari"
"1292.8","OGGO","42","1","2016-02-16","Member","Steven","MacKinnon","Steven MacKinnon"
"1292.9","OGGO","42","1","2016-02-16","Member","Kelly","McCauley","Kelly McCauley"
"1292.10","OGGO","42","1","2016-02-16","Member","Alexandra","Mendès","Alexandra Mendès"
"1292.11","OGGO","42","1","2016-02-16","Member","Kyle","Peterson","Kyle Peterson"
"1292.12","OGGO","42","1","2016-02-16","Member","Jean","Yip","Jean Yip"
"1293.1","OGGO","42","1","2016-09-19","Chair","Tom","Lukiwski","Tom Lukiwski"
"1293.2","OGGO","42","1","2016-09-19","Co-chair","Yasmin","Ratansi","Yasmin Ratansi"
"1293.3","OGGO","42","1","2016-09-19","Co-chair","Daniel","Blaikie","Daniel Blaikie"
"1293.4","OGGO","42","1","2016-09-19","Member","Gérard","Deltell","Gérard Deltell"
"1293.5","OGGO","42","1","2016-09-19","Member","Francis","Drouin","Francis Drouin"
"1293.6","OGGO","42","1","2016-09-19","Member","Greg","Fergus","Greg Fergus"
"1293.7","OGGO","42","1","2016-09-19","Member","Majid","Jowhari","Majid Jowhari"
"1293.8","OGGO","42","1","2016-09-19","Member","Steven","MacKinnon","Steven MacKinnon"
"1293.9","OGGO","42","1","2016-09-19","Member","Kelly","McCauley","Kelly McCauley"
"1293.10","OGGO","42","1","2016-09-19","Member","Alexandra","Mendès","Alexandra Mendès"
"1293.11","OGGO","42","1","2016-09-19","Member","Kyle","Peterson","Kyle Peterson"
"1293.12","OGGO","42","1","2016-09-19","Member","Jean","Yip","Jean Yip"
"1294.1","OGGO","42","1","2016-10-17","Chair","Tom","Lukiwski","Tom Lukiwski"
"1294.2","OGGO","42","1","2016-10-17","Co-chair","Yasmin","Ratansi","Yasmin Ratansi"
"1294.3","OGGO","42","1","2016-10-17","Co-chair","Daniel","Blaikie","Daniel Blaikie"
"1294.4","OGGO","42","1","2016-10-17","Member","Gérard","Deltell","Gérard Deltell"
"1294.5","OGGO","42","1","2016-10-17","Member","Francis","Drouin","Francis Drouin"
"1294.6","OGGO","42","1","2016-10-17","Member","Greg","Fergus","Greg Fergus"
"1294.7","OGGO","42","1","2016-10-17","Member","Majid","Jowhari","Majid Jowhari"
"1294.8","OGGO","42","1","2016-10-17","Member","Steven","MacKinnon","Steven MacKinnon"
"1294.9","OGGO","42","1","2016-10-17","Member","Kelly","McCauley","Kelly McCauley"
"1294.10","OGGO","42","1","2016-10-17","Member","Alexandra","Mendès","Alexandra Mendès"
"1294.11","OGGO","42","1","2016-10-17","Member","Kyle","Peterson","Kyle Peterson"
"1294.12","OGGO","42","1","2016-10-17","Member","Jean","Yip","Jean Yip"
"1295.1","OGGO","42","1","2017-01-31","Chair","Tom","Lukiwski","Tom Lukiwski"
"1295.2","OGGO","42","1","2017-01-31","Co-chair","Yasmin","Ratansi","Yasmin Ratansi"
"1295.3","OGGO","42","1","2017-01-31","Co-chair","Daniel","Blaikie","Daniel Blaikie"
"1295.4","OGGO","42","1","2017-01-31","Member","Gérard","Deltell","Gérard Deltell"
"1295.5","OGGO","42","1","2017-01-31","Member","Francis","Drouin","Francis Drouin"
"1295.6","OGGO","42","1","2017-01-31","Member","Greg","Fergus","Greg Fergus"
"1295.7","OGGO","42","1","2017-01-31","Member","Majid","Jowhari","Majid Jowhari"
"1295.8","OGGO","42","1","2017-01-31","Member","Steven","MacKinnon","Steven MacKinnon"
"1295.9","OGGO","42","1","2017-01-31","Member","Kelly","McCauley","Kelly McCauley"
"1295.10","OGGO","42","1","2017-01-31","Member","Alexandra","Mendès","Alexandra Mendès"
"1295.11","OGGO","42","1","2017-01-31","Member","Kyle","Peterson","Kyle Peterson"
"1295.12","OGGO","42","1","2017-01-31","Member","Jean","Yip","Jean Yip"
"1296.1","OGGO","42","1","2017-09-18","Chair","Tom","Lukiwski","Tom Lukiwski"
"1296.2","OGGO","42","1","2017-09-18","Co-chair","Yasmin","Ratansi","Yasmin Ratansi"
"1296.3","OGGO","42","1","2017-09-18","Co-chair","Daniel","Blaikie","Daniel Blaikie"
"1296.4","OGGO","42","1","2017-09-18","Member","Gérard","Deltell","Gérard Deltell"
"1296.5","OGGO","42","1","2017-09-18","Member","Francis","Drouin","Francis Drouin"
"1296.6","OGGO","42","1","2017-09-18","Member","Greg","Fergus","Greg Fergus"
"1296.7","OGGO","42","1","2017-09-18","Member","Majid","Jowhari","Majid Jowhari"
"1296.8","OGGO","42","1","2017-09-18","Member","Steven","MacKinnon","Steven MacKinnon"
"1296.9","OGGO","42","1","2017-09-18","Member","Kelly","McCauley","Kelly McCauley"
"1296.10","OGGO","42","1","2017-09-18","Member","Alexandra","Mendès","Alexandra Mendès"
"1296.11","OGGO","42","1","2017-09-18","Member","Kyle","Peterson","Kyle Peterson"
"1296.12","OGGO","42","1","2017-09-18","Member","Jean","Yip","Jean Yip"
"1297.1","OGGO","42","1","2017-09-19","Chair","Tom","Lukiwski","Tom Lukiwski"
"1297.2","OGGO","42","1","2017-09-19","Co-chair","Yasmin","Ratansi","Yasmin Ratansi"
"1297.3","OGGO","42","1","2017-09-19","Co-chair","Daniel","Blaikie","Daniel Blaikie"
"1297.4","OGGO","42","1","2017-09-19","Member","Gérard","Deltell","Gérard Deltell"
"1297.5","OGGO","42","1","2017-09-19","Member","Francis","Drouin","Francis Drouin"
"1297.6","OGGO","42","1","2017-09-19","Member","Greg","Fergus","Greg Fergus"
"1297.7","OGGO","42","1","2017-09-19","Member","Majid","Jowhari","Majid Jowhari"
"1297.8","OGGO","42","1","2017-09-19","Member","Steven","MacKinnon","Steven MacKinnon"
"1297.9","OGGO","42","1","2017-09-19","Member","Kelly","McCauley","Kelly McCauley"
"1297.10","OGGO","42","1","2017-09-19","Member","Alexandra","Mendès","Alexandra Mendès"
"1297.11","OGGO","42","1","2017-09-19","Member","Kyle","Peterson","Kyle Peterson"
"1297.12","OGGO","42","1","2017-09-19","Member","Jean","Yip","Jean Yip"
"1298.1","OGGO","42","1","2018-01-29","Chair","Tom","Lukiwski","Tom Lukiwski"
"1298.2","OGGO","42","1","2018-01-29","Co-chair","Yasmin","Ratansi","Yasmin Ratansi"
"1298.3","OGGO","42","1","2018-01-29","Co-chair","Daniel","Blaikie","Daniel Blaikie"
"1298.4","OGGO","42","1","2018-01-29","Member","Gérard","Deltell","Gérard Deltell"
"1298.5","OGGO","42","1","2018-01-29","Member","Francis","Drouin","Francis Drouin"
"1298.6","OGGO","42","1","2018-01-29","Member","Greg","Fergus","Greg Fergus"
"1298.7","OGGO","42","1","2018-01-29","Member","Majid","Jowhari","Majid Jowhari"
"1298.8","OGGO","42","1","2018-01-29","Member","Steven","MacKinnon","Steven MacKinnon"
"1298.9","OGGO","42","1","2018-01-29","Member","Kelly","McCauley","Kelly McCauley"
"1298.10","OGGO","42","1","2018-01-29","Member","Alexandra","Mendès","Alexandra Mendès"
"1298.11","OGGO","42","1","2018-01-29","Member","Kyle","Peterson","Kyle Peterson"
"1298.12","OGGO","42","1","2018-01-29","Member","Jean","Yip","Jean Yip"
"1299.1","OGGO","42","1","2018-05-04","Chair","Tom","Lukiwski","Tom Lukiwski"
"1299.2","OGGO","42","1","2018-05-04","Co-chair","Yasmin","Ratansi","Yasmin Ratansi"
"1299.3","OGGO","42","1","2018-05-04","Co-chair","Daniel","Blaikie","Daniel Blaikie"
"1299.4","OGGO","42","1","2018-05-04","Member","Gérard","Deltell","Gérard Deltell"
"1299.5","OGGO","42","1","2018-05-04","Member","Francis","Drouin","Francis Drouin"
"1299.6","OGGO","42","1","2018-05-04","Member","Greg","Fergus","Greg Fergus"
"1299.7","OGGO","42","1","2018-05-04","Member","Majid","Jowhari","Majid Jowhari"
"1299.8","OGGO","42","1","2018-05-04","Member","Steven","MacKinnon","Steven MacKinnon"
"1299.9","OGGO","42","1","2018-05-04","Member","Kelly","McCauley","Kelly McCauley"
"1299.10","OGGO","42","1","2018-05-04","Member","Alexandra","Mendès","Alexandra Mendès"
"1299.11","OGGO","42","1","2018-05-04","Member","Kyle","Peterson","Kyle Peterson"
"1299.12","OGGO","42","1","2018-05-04","Member","Jean","Yip","Jean Yip"
"1300.1","OGGO","42","1","2018-05-08","Chair","Tom","Lukiwski","Tom Lukiwski"
"1300.2","OGGO","42","1","2018-05-08","Co-chair","Yasmin","Ratansi","Yasmin Ratansi"
"1300.3","OGGO","42","1","2018-05-08","Co-chair","Daniel","Blaikie","Daniel Blaikie"
"1300.4","OGGO","42","1","2018-05-08","Member","Gérard","Deltell","Gérard Deltell"
"1300.5","OGGO","42","1","2018-05-08","Member","Francis","Drouin","Francis Drouin"
"1300.6","OGGO","42","1","2018-05-08","Member","Greg","Fergus","Greg Fergus"
"1300.7","OGGO","42","1","2018-05-08","Member","Majid","Jowhari","Majid Jowhari"
"1300.8","OGGO","42","1","2018-05-08","Member","Steven","MacKinnon","Steven MacKinnon"
"1300.9","OGGO","42","1","2018-05-08","Member","Kelly","McCauley","Kelly McCauley"
"1300.10","OGGO","42","1","2018-05-08","Member","Alexandra","Mendès","Alexandra Mendès"
"1300.11","OGGO","42","1","2018-05-08","Member","Kyle","Peterson","Kyle Peterson"
"1300.12","OGGO","42","1","2018-05-08","Member","Jean","Yip","Jean Yip"
"1301.1","OGGO","42","1","2018-09-18","Chair","Tom","Lukiwski","Tom Lukiwski"
"1301.2","OGGO","42","1","2018-09-18","Co-chair","Yasmin","Ratansi","Yasmin Ratansi"
"1301.3","OGGO","42","1","2018-09-18","Co-chair","Daniel","Blaikie","Daniel Blaikie"
"1301.4","OGGO","42","1","2018-09-18","Member","Gérard","Deltell","Gérard Deltell"
"1301.5","OGGO","42","1","2018-09-18","Member","Francis","Drouin","Francis Drouin"
"1301.6","OGGO","42","1","2018-09-18","Member","Greg","Fergus","Greg Fergus"
"1301.7","OGGO","42","1","2018-09-18","Member","Majid","Jowhari","Majid Jowhari"
"1301.8","OGGO","42","1","2018-09-18","Member","Steven","MacKinnon","Steven MacKinnon"
"1301.9","OGGO","42","1","2018-09-18","Member","Kelly","McCauley","Kelly McCauley"
"1301.10","OGGO","42","1","2018-09-18","Member","Alexandra","Mendès","Alexandra Mendès"
"1301.11","OGGO","42","1","2018-09-18","Member","Kyle","Peterson","Kyle Peterson"
"1301.12","OGGO","42","1","2018-09-18","Member","Jean","Yip","Jean Yip"
"1302.1","OGGO","42","1","2018-09-19","Chair","Tom","Lukiwski","Tom Lukiwski"
"1302.2","OGGO","42","1","2018-09-19","Co-chair","Yasmin","Ratansi","Yasmin Ratansi"
"1302.3","OGGO","42","1","2018-09-19","Co-chair","Daniel","Blaikie","Daniel Blaikie"
"1302.4","OGGO","42","1","2018-09-19","Member","Gérard","Deltell","Gérard Deltell"
"1302.5","OGGO","42","1","2018-09-19","Member","Francis","Drouin","Francis Drouin"
"1302.6","OGGO","42","1","2018-09-19","Member","Greg","Fergus","Greg Fergus"
"1302.7","OGGO","42","1","2018-09-19","Member","Majid","Jowhari","Majid Jowhari"
"1302.8","OGGO","42","1","2018-09-19","Member","Steven","MacKinnon","Steven MacKinnon"
"1302.9","OGGO","42","1","2018-09-19","Member","Kelly","McCauley","Kelly McCauley"
"1302.10","OGGO","42","1","2018-09-19","Member","Alexandra","Mendès","Alexandra Mendès"
"1302.11","OGGO","42","1","2018-09-19","Member","Kyle","Peterson","Kyle Peterson"
"1302.12","OGGO","42","1","2018-09-19","Member","Jean","Yip","Jean Yip"
"1303.1","OGGO","42","1","2019-03-18","Chair","Tom","Lukiwski","Tom Lukiwski"
"1303.2","OGGO","42","1","2019-03-18","Co-chair","Yasmin","Ratansi","Yasmin Ratansi"
"1303.3","OGGO","42","1","2019-03-18","Co-chair","Daniel","Blaikie","Daniel Blaikie"
"1303.4","OGGO","42","1","2019-03-18","Member","Gérard","Deltell","Gérard Deltell"
"1303.5","OGGO","42","1","2019-03-18","Member","Francis","Drouin","Francis Drouin"
"1303.6","OGGO","42","1","2019-03-18","Member","Greg","Fergus","Greg Fergus"
"1303.7","OGGO","42","1","2019-03-18","Member","Majid","Jowhari","Majid Jowhari"
"1303.8","OGGO","42","1","2019-03-18","Member","Steven","MacKinnon","Steven MacKinnon"
"1303.9","OGGO","42","1","2019-03-18","Member","Kelly","McCauley","Kelly McCauley"
"1303.10","OGGO","42","1","2019-03-18","Member","Alexandra","Mendès","Alexandra Mendès"
"1303.11","OGGO","42","1","2019-03-18","Member","Kyle","Peterson","Kyle Peterson"
"1303.12","OGGO","42","1","2019-03-18","Member","Jean","Yip","Jean Yip"
"1304.1","OGGO","42","1","2019-05-09","Chair","Tom","Lukiwski","Tom Lukiwski"
"1304.2","OGGO","42","1","2019-05-09","Co-chair","Yasmin","Ratansi","Yasmin Ratansi"
"1304.3","OGGO","42","1","2019-05-09","Co-chair","Daniel","Blaikie","Daniel Blaikie"
"1304.4","OGGO","42","1","2019-05-09","Member","Gérard","Deltell","Gérard Deltell"
"1304.5","OGGO","42","1","2019-05-09","Member","Francis","Drouin","Francis Drouin"
"1304.6","OGGO","42","1","2019-05-09","Member","Greg","Fergus","Greg Fergus"
"1304.7","OGGO","42","1","2019-05-09","Member","Majid","Jowhari","Majid Jowhari"
"1304.8","OGGO","42","1","2019-05-09","Member","Steven","MacKinnon","Steven MacKinnon"
"1304.9","OGGO","42","1","2019-05-09","Member","Kelly","McCauley","Kelly McCauley"
"1304.10","OGGO","42","1","2019-05-09","Member","Alexandra","Mendès","Alexandra Mendès"
"1304.11","OGGO","42","1","2019-05-09","Member","Kyle","Peterson","Kyle Peterson"
"1304.12","OGGO","42","1","2019-05-09","Member","Jean","Yip","Jean Yip"
"1305.1","OGGO","42","1","2019-09-11","Chair","Tom","Lukiwski","Tom Lukiwski"
"1305.2","OGGO","42","1","2019-09-11","Co-chair","Yasmin","Ratansi","Yasmin Ratansi"
"1305.3","OGGO","42","1","2019-09-11","Co-chair","Daniel","Blaikie","Daniel Blaikie"
"1305.4","OGGO","42","1","2019-09-11","Member","Gérard","Deltell","Gérard Deltell"
"1305.5","OGGO","42","1","2019-09-11","Member","Francis","Drouin","Francis Drouin"
"1305.6","OGGO","42","1","2019-09-11","Member","Greg","Fergus","Greg Fergus"
"1305.7","OGGO","42","1","2019-09-11","Member","Majid","Jowhari","Majid Jowhari"
"1305.8","OGGO","42","1","2019-09-11","Member","Steven","MacKinnon","Steven MacKinnon"
"1305.9","OGGO","42","1","2019-09-11","Member","Kelly","McCauley","Kelly McCauley"
"1305.10","OGGO","42","1","2019-09-11","Member","Alexandra","Mendès","Alexandra Mendès"
"1305.11","OGGO","42","1","2019-09-11","Member","Kyle","Peterson","Kyle Peterson"
"1305.12","OGGO","42","1","2019-09-11","Member","Jean","Yip","Jean Yip"
"1306.1","PACP","38","1","2004-10-07","Chair","John G.","Williams","John G. Williams"
"1306.2","PACP","38","1","2004-10-07","Co-chair","Gary","Carr","Gary Carr"
"1306.3","PACP","38","1","2004-10-07","Co-chair","Benoît","Sauvageau","Benoît Sauvageau"
"1306.4","PACP","38","1","2004-10-07","Member","Dean","Allison","Dean Allison"
"1306.5","PACP","38","1","2004-10-07","Member","Alain","Boire","Alain Boire"
"1306.6","PACP","38","1","2004-10-07","Member","David","Christopherson","David Christopherson"
"1306.7","PACP","38","1","2004-10-07","Member","Brian","Fitzpatrick","Brian Fitzpatrick"
"1306.8","PACP","38","1","2004-10-07","Member","Mark","Holland","Mark Holland"
"1306.9","PACP","38","1","2004-10-07","Member","Daryl","Kramp","Daryl Kramp"
"1306.10","PACP","38","1","2004-10-07","Member","Walt","Lastewka","Walt Lastewka"
"1306.11","PACP","38","1","2004-10-07","Member","Shawn","Murphy","Shawn Murphy"
"1306.12","PACP","38","1","2004-10-07","Member","Borys","Wrzesnewskyj","Borys Wrzesnewskyj"
"1307.1","PACP","38","1","2004-10-19","Chair","John G.","Williams","John G. Williams"
"1307.2","PACP","38","1","2004-10-19","Co-chair","Gary","Carr","Gary Carr"
"1307.3","PACP","38","1","2004-10-19","Co-chair","Benoît","Sauvageau","Benoît Sauvageau"
"1307.4","PACP","38","1","2004-10-19","Member","Dean","Allison","Dean Allison"
"1307.5","PACP","38","1","2004-10-19","Member","Alain","Boire","Alain Boire"
"1307.6","PACP","38","1","2004-10-19","Member","David","Christopherson","David Christopherson"
"1307.7","PACP","38","1","2004-10-19","Member","Brian","Fitzpatrick","Brian Fitzpatrick"
"1307.8","PACP","38","1","2004-10-19","Member","Mark","Holland","Mark Holland"
"1307.9","PACP","38","1","2004-10-19","Member","Daryl","Kramp","Daryl Kramp"
"1307.10","PACP","38","1","2004-10-19","Member","Walt","Lastewka","Walt Lastewka"
"1307.11","PACP","38","1","2004-10-19","Member","Shawn","Murphy","Shawn Murphy"
"1307.12","PACP","38","1","2004-10-19","Member","Borys","Wrzesnewskyj","Borys Wrzesnewskyj"
"1308.1","PACP","38","1","2005-10-07","Chair","John G.","Williams","John G. Williams"
"1308.2","PACP","38","1","2005-10-07","Co-chair","Gary","Carr","Gary Carr"
"1308.3","PACP","38","1","2005-10-07","Co-chair","Benoît","Sauvageau","Benoît Sauvageau"
"1308.4","PACP","38","1","2005-10-07","Member","Dean","Allison","Dean Allison"
"1308.5","PACP","38","1","2005-10-07","Member","Alain","Boire","Alain Boire"
"1308.6","PACP","38","1","2005-10-07","Member","David","Christopherson","David Christopherson"
"1308.7","PACP","38","1","2005-10-07","Member","Brian","Fitzpatrick","Brian Fitzpatrick"
"1308.8","PACP","38","1","2005-10-07","Member","Mark","Holland","Mark Holland"
"1308.9","PACP","38","1","2005-10-07","Member","Daryl","Kramp","Daryl Kramp"
"1308.10","PACP","38","1","2005-10-07","Member","Walt","Lastewka","Walt Lastewka"
